ID,TITLE,LINK,ADDRESS,SALARY,EXPERIENCE,LEVEL,LOCATION,JOB_NAME
312,Chuyên Viên Thiết Kế Đồ Hoạ (Phần Mềm Indesign) Lương 14 - 18 Tr,https://timviecnhanh.com/tuyen-chuyen-vien-thiet-ke-do-hoa-phan-mem-indesign-luong-14-18-tr-tp-hcm-100181007.html,"156/1 Cộng Hòa, Phường 12, Quận Tân Bình, TP.HCM, Việt Nam",15 - 20 triệu,3 năm,Đại học,TP.HCM,Thiết kế/Mỹ thuậtCông nghệ thông tinQuảng cáo/Marketing/PR
313,Nhân Viên IT - Kỹ Thuật Máy In [Tp. Hồ Chí Minh],https://timviecnhanh.com/tuyen-nhan-vien-it-ky-thuat-may-in-tp-ho-chi-minh-bac-ninh-100181710.html,"Thửa đất số 301, Tờ bản đồ số 3, Khu 4, Phường Đại Phúc, Thành phố Bắc Ninh, Tỉnh Bắc Ninh",6 - 10 triệu,Dưới 1 năm,Cao đẳng,Bắc NinhTP.HCMHà Nội,Cơ khí/Kĩ thuật ứng dụngCông nghệ thông tinThẩm định/Giám định/Quản lý chất lượng
314,Nhân Viên SEO Web (Marketing),https://timviecnhanh.com/tuyen-nhan-vien-seo-web-marketing-tp-hcm-100185116.html,"82/9 Nguyễn Phúc Chu, Phường 15, Quận Tân Bình, Thành phố Hồ Chí Minh, Việt Nam",10 - 12 triệu,1 năm,Trung cấp,TP.HCM,Quảng cáo/Marketing/PRCông nghệ thông tinXây dựng
315,Chuyên Viên Digital Marketing,https://timviecnhanh.com/tuyen-chuyen-vien-digital-marketing-tp-hcm-100185927.html,"625 Đỗ Xuân Hợp, Phường Phước Long B, Tp Thủ Đức, Thành phố Hồ Chí Minh",10 - 12 triệu,3 năm,Cao đẳng,TP.HCM,Quảng cáo/Marketing/PRCông nghệ thông tin
316,Nhân Viên Thiết Kế,https://timviecnhanh.com/tuyen-nhan-vien-thiet-ke-tp-hcm-100177980.html,"131/6/3 Tây Lân, P. Bình Trị Đông A, Bình Tân",10 - 15 triệu,Dưới 1 năm,Cao đẳng,TP.HCM,Thiết kế/Mỹ thuậtCông nghệ thông tinQuảng cáo/Marketing/PR
317,"Nhân Viên Kỹ Thuật Sửa Chữa Điện Thoại, Laptop",https://timviecnhanh.com/tuyen-nhan-vien-ky-thuat-sua-chua-dien-thoai-laptop-tp-hcm-100181513.html,"29 đường 49B, Phường Thảo Điền, Quận 2, Thành phố Hồ Chí Minh, Việt Nam",10 - 20 triệu,1 năm,Trung cấp,TP.HCM,Công nghệ thông tinĐiện/Điện tử/Điện lạnhSinh viên/Mới tốt nghiệp/Thực tập
318,"Kỹ Sư Atm Biết Tiếng Anh (Hồ Chí Minh, Đà Nẳng) Không Cần Kinh Nghiệm",https://timviecnhanh.com/tuyen-ky-su-atm-biet-tieng-anh-ho-chi-minh-da-nang-khong-can-kinh-nghiem-tp-hcm-100181456.html,"N48 (51 Lô N) đường Hoàng Quốc Việt, KDC Phú Mỹ, Phường Phú Mỹ, Quận 7, Thành phố Hồ Chí Minh, Việt Nam",7 - 12 triệu,Chưa có kinh nghiệm,Đại học,TP.HCMĐà Nẵng,Điện/Điện tử/Điện lạnhCông nghệ thông tinSinh viên/Mới tốt nghiệp/Thực tập
319,Nhân Viên Kỹ Thuật Phần Cứng - Thu Nhập 10-12 Triệu,https://timviecnhanh.com/tuyen-nhan-vien-ky-thuat-phan-cung-thu-nhap-10-12-trieu-tp-hcm-100183483.html,"28A Cửu Long, Phường Phước Hòa, Tp Nha Trang, Tỉnh Khánh Hòa",10 - 12 triệu,1 năm,Cao đẳng,TP.HCM,Cơ khí/Kĩ thuật ứng dụngCông nghệ thông tinĐiện/Điện tử/Điện lạnh
320,Chuyên Viên Digital Marketing Quận 10,https://timviecnhanh.com/tuyen-chuyen-vien-digital-marketing-quan-10-tp-hcm-100178501.html,"Lầu 2, 51/2A Thành Thái, Phường 14, Quận 10, Thành phố Hồ Chí Minh",12 - 15 triệu,1 năm,Cao đẳng,TP.HCM,Quảng cáo/Marketing/PRBán hàngCông nghệ thông tin
321,Nhân Viên Xử Lý Dữ Liệu Tiếng Anh [Data Processor],https://timviecnhanh.com/tuyen-nhan-vien-xu-ly-du-lieu-tieng-anh-data-processor-tp-hcm-100183717.html,"Lầu 2, cao ốc Đinh Lễ - 1 Đinh Lễ, P.12, Quận 4, Tp.HCM",7 - 10 triệu,Dưới 1 năm,Đại học,TP.HCM,Công nghệ thông tinBiên dịch/Phiên dịchHành chính/Thư ký/Trợ lý
322,Nhân Viên IT Kiêm Kỹ Thuật Điện Nước,https://timviecnhanh.com/tuyen-nhan-vien-it-kiem-ky-thuat-dien-nuoc-tp-hcm-100176353.html,LA23 ĐƯỜNG 29 - PHƯỜNG AN PHÚ - QUẬN 2 - TP.HCM,7 - 10 triệu,1 năm,Trung cấp,TP.HCM,Công nghệ thông tinTrang thiết bị gia dụngĐiện/Điện tử/Điện lạnh
323,Nhân Viên Kỹ Thuật Điện / Điện Lạnh,https://timviecnhanh.com/tuyen-nhan-vien-ky-thuat-dien-dien-lanh-tp-hcm-100181280.html,"605 Điện Biên Phủ, Phường 25, Quận Bình Thạnh, Thành phố Hồ Chí Minh, Việt Nam",8 - 12 triệu,1 năm,Trung cấp,TP.HCM,Điện/Điện tử/Điện lạnhCơ khí/Kĩ thuật ứng dụngCông nghệ thông tin
324,Nhân Viên Kỹ Thuật (Điện / Điện Tử / CNTT),https://timviecnhanh.com/tuyen-nhan-vien-ky-thuat-dien-dien-tu-cntt-tp-hcm-100183680.html,TP HCM,7 - 10 triệu,Không yêu cầu kinh nghiệm,Trung cấp,TP.HCM,Điện/Điện tử/Điện lạnhCông nghệ thông tinBưu chính viễn thông
325,"Kỹ Thuật Viên Internet Sctv Hồ Chí Minh Và Đồng Nai (Trảng Bom, Long Khánh, Dầu Giây)",https://timviecnhanh.com/tuyen-ky-thuat-vien-internet-sctv-ho-chi-minh-va-dong-nai-trang-bom-long-khanh-dau-giay-tp-hcm-100185118.html,"16 Bàu Cát, Phường 14, Quận Tân Bình, TP. HCM",7 - 10 triệu,Không yêu cầu kinh nghiệm,Trung cấp,TP.HCMĐồng NaiToàn quốc,Điện/Điện tử/Điện lạnhCơ khí/Kĩ thuật ứng dụngCông nghệ thông tin
326,Support / Chăm Sóc Khách Hàng,https://timviecnhanh.com/tuyen-support-cham-soc-khach-hang-tp-hcm-100176211.html,"38/6N Nguyễn Văn Trỗi, P.15, Q. Phú Nhuận",7 - 10 triệu,1 năm,Cao đẳng,TP.HCM,Chăm sóc khách hàngCông nghệ thông tinDược/Hóa chất/Sinh hóa
327,Nhân Viên Văn Phòng Bộ Phận Sản Xuất,https://timviecnhanh.com/tuyen-nhan-vien-van-phong-bo-phan-san-xuat-tp-hcm-100186067.html,"2A58 Trần Văn Giàu, Xã Phạm Văn Hai, Huyện Bình Chánh, Thành phố Hồ Chí Minh, Việt Nam",7 - 10 triệu,Dưới 1 năm,Cao đẳng,TP.HCM,Công nghệ thông tinHành chính/Thư ký/Trợ lýSản xuất/Vận hành sản xuất
328,"Nhân Viên Điện, Điện Tử - Tự Động Hóa -  Làm Việc 3 Tại Chỗ Quận Tân Phú",https://timviecnhanh.com/tuyen-nhan-vien-dien-dien-tu-tu-dong-hoa-lam-viec-3-tai-cho-quan-tan-phu-tp-hcm-100116030.html,"85 NGUYỄN VĂN TỐ, PHƯỜNG TÂN THÀNH , QUẬN TÂN PHÚ, THÀNH PHỐ HỒ CHÍ MINH",7 - 12 triệu ( + Hoa hồng từ 5% đến 40%),Không yêu cầu kinh nghiệm,Trung cấp,TP.HCM,Điện/Điện tử/Điện lạnhCông nghệ thông tinSinh viên/Mới tốt nghiệp/Thực tập
329,[Vinbus] Nhân Viên IT Helpdesk Tại Quận 9 Thủ Đức HCM,https://timviecnhanh.com/tuyen-vinbus-nhan-vien-it-helpdesk-tai-quan-9-thu-duc-hcm-tp-hcm-100175185.html,"Số 7, Đường Bằng Lăng 1, Khu đô thị sinh thái Vinhomes Riverside, Phường Việt Hưng, Quận Long Biên, Hà Nội.",10 - 12 triệu,2 năm,Đại học,TP.HCM,Công nghệ thông tinCơ khí/Kĩ thuật ứng dụngBưu chính viễn thông
330,Nhân Viên IT,https://timviecnhanh.com/tuyen-nhan-vien-it-tp-hcm-100186425.html,"Số 2/31 Đường Cao Thắng, Phường 05, Quận 3, TP. Hồ Chí Minh",7 - 10 triệu,1 năm,Trung cấp,TP.HCM,Công nghệ thông tinQuảng cáo/Marketing/PR
331,Nhân Viên Kinh Doanh Thương Mại Điện Tử - Lương Đến 15 Triệu,https://timviecnhanh.com/tuyen-nhan-vien-kinh-doanh-thuong-mai-dien-tu-luong-den-15-trieu-tp-hcm-100181013.html,"42-42A Đồng Nai, Phường 15, Quận 10, TPHCM",12 - 15 triệu,1 năm,Không yêu cầu,TP.HCM,Kinh doanhQuảng cáo/Marketing/PRCông nghệ thông tin
332,Kỹ Thuật Viên Công Nghệ Thông Tin Tại HCM Và Hà Nội,https://timviecnhanh.com/tuyen-ky-thuat-vien-cong-nghe-thong-tin-tai-hcm-va-ha-noi-tp-hcm-100172017.html,"23 Nguyễn Thị Huỳnh, Phường 8, Q. Phú Nhuận, TP. HCM",8 - 10 triệu,1 năm,Cao đẳng,TP.HCMHà Nội,Công nghệ thông tinBưu chính viễn thôngĐiện/Điện tử/Điện lạnh
333,Nhân Viên Kĩ Thuật IT,https://timviecnhanh.com/tuyen-nhan-vien-ki-thuat-it-tp-hcm-100182336.html,"91A Nguyễn Thanh Tuyền, Phường 2, Quận Tân Bình, Tp.HCM",7 - 10 triệu,Chưa có kinh nghiệm,Trung cấp,TP.HCM,Công nghệ thông tinĐiện/Điện tử/Điện lạnhBưu chính viễn thông
334,Nhân Viên Kinh Doanh Ict,https://timviecnhanh.com/tuyen-nhan-vien-kinh-doanh-ict-tp-hcm-100174233.html,"23 Trần Cao Vân , Phường Đa Kao, Quận 1, Thành phố Hồ Chí Minh, Việt Nam",10 - 15 triệu,1 năm,Cao đẳng,TP.HCM,Kinh doanhBưu chính viễn thôngCông nghệ thông tin
335,Nhân Viên Xử Lý Hậu Kỳ Phim,https://timviecnhanh.com/tuyen-nhan-vien-xu-ly-hau-ky-phim-tp-hcm-100169634.html,"165 Đào Duy Anh , Phường 09, Quận Phú Nhuận, Thành phố Hồ Chí Minh, Việt Nam",7 - 10 triệu,Không yêu cầu kinh nghiệm,Lao động phổ thông,TP.HCM,Lao động phổ thôngCông nghệ thông tinSinh viên/Mới tốt nghiệp/Thực tập
336,Quản Lý Kinh Doanh Khu Vực Quận 1,https://timviecnhanh.com/tuyen-quan-ly-kinh-doanh-khu-vuc-quan-1-tp-hcm-100169760.html,23 Đường 49 - Phường Bình Trưng Đông - Thành phố Thủ Đức - TP Hồ Chí Minh.,12 - 15 triệu ( + Hoa hồng từ 10% đến 20%),1 năm,Cao đẳng,TP.HCM,Quản lý điều hànhKinh doanhCông nghệ thông tin
337,Mobifone - Chuyên Viên Tư Vấn Dịch Vụ Và Các Sản Phẩm Hoặc Giải Pháp CNTT,https://timviecnhanh.com/tuyen-mobifone-chuyen-vien-tu-van-dich-vu-va-cac-san-pham-hoac-giai-phap-cntt-tp-hcm-100176357.html,"số 172 đường Hai Bà Trưng, phường Đa Kao, Quận 1, TP. HCM",10 - 20 triệu,1 năm,Cao đẳng,TP.HCM,Kinh doanhCông nghệ thông tinBưu chính viễn thông
338,Kỹ Thuật Viên Toà Nhà,https://timviecnhanh.com/tuyen-ky-thuat-vien-toa-nha-tp-hcm-100175377.html,"23 Trần Cao Vân , Phường Đa Kao, Quận 1, Thành phố Hồ Chí Minh, Việt Nam",10 - 12 triệu,Chưa có kinh nghiệm,Trung cấp,TP.HCM,Công nghệ thông tinĐiện/Điện tử/Điện lạnh
339,Kỹ Thuật Viên IT,https://timviecnhanh.com/tuyen-ky-thuat-vien-it-tp-hcm-100187495.html,"149/5 Đất Thánh, Phường 6, Quận Tân Bình, Thành phố Hồ Chí Minh, Việt Nam",9 - 12 triệu,Chưa có kinh nghiệm,Đại học,TP.HCM,Công nghệ thông tinĐiện/Điện tử/Điện lạnhQuảng cáo/Marketing/PR
340,Nhân Viên Content Marketing - Làm Tại Quận 7 ,https://timviecnhanh.com/tuyen-nhan-vien-content-marketing-lam-tai-quan-7-tp-hcm-13797651.html,"Số 121, Đường Hoàng Quốc Việt , Phường Phú Thuận, Quận 7, Thành phố Hồ Chí Minh, Việt Nam",7 - 10 triệu,1 năm,Cao đẳng,TP.HCM,Báo chí/Biên tập viênCông nghệ thông tinQuảng cáo/Marketing/PR
341,"Nhân Viên Quay Phim, Chụp Hình, Dựng Clip Sản Phẩm - Đi Làm Ngay",https://timviecnhanh.com/tuyen-nhan-vien-quay-phim-chup-hinh-dung-clip-san-pham-di-lam-ngay-tp-hcm-100183227.html,"195B NAM KỲ KHỞI NGHĨA, Phường 7, Quận 3, thành phố Hồ Chí Minh",7 - 10 triệu,1 năm,Không yêu cầu,TP.HCM,Thiết kế/Mỹ thuậtQuảng cáo/Marketing/PRCông nghệ thông tin
342,[Tân Phú ] Nhân Viên Marketing Online - Đi Làm Ngay,https://timviecnhanh.com/tuyen-tan-phu-nhan-vien-marketing-online-di-lam-ngay-tp-hcm-100170365.html,"188 Nguyễn Sơn, phường Phú Thọ Hòa, quận Tân Phú, TP.HCM",10 - 12 triệu,1 năm,Cao đẳng,TP.HCM,Quảng cáo/Marketing/PRCông nghệ thông tinThiết kế/Mỹ thuật
343,Nhân Viên Digital Marketing,https://timviecnhanh.com/tuyen-nhan-vien-digital-marketing-tp-hcm-100181641.html,"54 CỘNG HÒA, PHƯỜNG 2, QUẬN TÂN BÌNH, TP. HCM",8 - 15 triệu,1 năm,Chứng chỉ,TP.HCM,Quảng cáo/Marketing/PRBáo chí/Biên tập viênCông nghệ thông tin
344,Nhân Viên Marketing - Đi Làm Ngay,https://timviecnhanh.com/tuyen-nhan-vien-marketing-di-lam-ngay-tp-hcm-100182195.html,"23 đường Vĩnh Phú 21, Thuận An, Bình Dương",9 - 12 triệu,Dưới 1 năm,Cao đẳng,TP.HCMBình Dương,Quảng cáo/Marketing/PRBáo chí/Biên tập viênCông nghệ thông tin
345,Nhân Viên SEO Marketing,https://timviecnhanh.com/tuyen-nhan-vien-seo-marketing-tp-hcm-100168330.html,"Phòng A1, tầng 14, tòa nhà HM town, số 412 Nguyễn Thị Minh K - Phường 05 - Quận 3 - TP Hồ Chí Minh.",8 - 12 triệu,Dưới 1 năm,Cao đẳng,TP.HCM,Quảng cáo/Marketing/PRBáo chí/Biên tập viênCông nghệ thông tin
346,"Nhân Viên Marketing (Quảng Cáo Google Ads, Facebook)",https://timviecnhanh.com/tuyen-nhan-vien-marketing-quang-cao-google-ads-facebook-tp-hcm-100183511.html,"781/1 Nguyễn Duy Trinh, Phường Phú Hữu, Thành Phố Thủ Đức",7 - 10 triệu,1 năm,Chứng chỉ,TP.HCM,Quảng cáo/Marketing/PRCông nghệ thông tinThiết kế/Mỹ thuật
347,Giám Sát Thu Phí - Điều Hành Hệ Thống Giao Thông,https://timviecnhanh.com/tuyen-giam-sat-thu-phi-dieu-hanh-he-thong-giao-thong-tp-hcm-100183607.html,"Số 7 đường Nguyễn Thị Tư, Khu phố 4, Phường Phú Hữu, Thành phố Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam",7 - 10 triệu,Chưa có kinh nghiệm,Trung cấp,TP.HCMĐồng Nai,Giao thông/Vận tải/Thủy lợi/Cầu đườngCông nghệ thông tinĐiện/Điện tử/Điện lạnh
348,"Nhân Viên Kỹ Thuật Camera, Máy Tính - Đi Làm Ngay",https://timviecnhanh.com/tuyen-nhan-vien-ky-thuat-camera-may-tinh-di-lam-ngay-tp-hcm-100181452.html,"58 Dân Chủ, Phường Tân Thành, Quận Tân Phú, Thành phố Hồ Chí Minh, Việt Nam",7 - 10 triệu,Không yêu cầu kinh nghiệm,Trung cấp,TP.HCM,Công nghệ thông tinĐiện/Điện tử/Điện lạnhBưu chính viễn thông
349,Nhân Viên Marketing Online - Đi Làm Ngay,https://timviecnhanh.com/tuyen-nhan-vien-marketing-online-di-lam-ngay-tp-hcm-100178927.html,"98/4 Nguyễn Xuân Khoát, Phường Tân Thành, Quận Tân Phú, HCM",8 - 12 triệu,Dưới 1 năm,Cao đẳng,TP.HCM,Quảng cáo/Marketing/PRDệt mayCông nghệ thông tin
350,Nhân Viên Marketing,https://timviecnhanh.com/tuyen-nhan-vien-marketing-tp-hcm-100169386.html,67 linh đông- thủ đức - hồ chí minh,10 - 20 triệu,1 năm,Cao đẳng,TP.HCM,Quảng cáo/Marketing/PRKiến trúc/Nội thấtCông nghệ thông tin
351,Nhân Viên Kỹ Thuật IT - Sales IT,https://timviecnhanh.com/tuyen-nhan-vien-ky-thuat-it-sales-it-tp-hcm-100183962.html,"425/22 Nguyễn Đình Chiều, Phường 5, Quận 3, HCM",7 - 10 triệu ( + Hoa hồng từ 5% đến 20%),1 năm,Trung cấp,TP.HCM,Kinh doanhCông nghệ thông tinBán hàng
352,"Nhân Viên Thiết Kế Đồ Hoạ, Mỹ Thuật, Truyền Thông, Quảng Cáo (Đi Làm Ngay)",https://timviecnhanh.com/tuyen-nhan-vien-thiet-ke-do-hoa-my-thuat-truyen-thong-quang-cao-di-lam-ngay-tp-hcm-100176519.html,"307/17 Nguyễn Văn Trỗi, Phường 1, Quận Tân Bình, Hồ Chí Minh",12 - 20 triệu,2 năm,Chứng chỉ,TP.HCM,Thiết kế/Mỹ thuậtNghệ thuật/Điện ảnhCông nghệ thông tin
353,Nhân Viên Digital Marketing,https://timviecnhanh.com/tuyen-nhan-vien-digital-marketing-tp-hcm-100168755.html,"484 Nguyễn Tri Phương, Phường 09, Quận 10, Thành phố Hồ Chí Minh, Việt Nam",10 - 15 triệu,2 năm,Cao đẳng,TP.HCM,Quảng cáo/Marketing/PRCông nghệ thông tinDu lịch/Nhà hàng/Khách sạn
354,Trưởng Phòng Kinh Doanh Ict,https://timviecnhanh.com/tuyen-truong-phong-kinh-doanh-ict-tp-hcm-100173721.html,"23 Trần Cao Vân , Phường Đa Kao, Quận 1, Thành phố Hồ Chí Minh, Việt Nam",20 - 25 triệu,5 năm,Đại học,TP.HCM,Công nghệ thông tinKinh doanhĐiện/Điện tử/Điện lạnh
355,Giáo Viên Dạy Tin Học Văn Phòng,https://timviecnhanh.com/tuyen-giao-vien-day-tin-hoc-van-phong-tp-hcm-100175815.html,"46A Đường 385, Phường Tăng Nhơn Phú A, Thành phố Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam",10 - 25 triệu,Dưới 1 năm,Đại học,TP.HCM,Giáo dục/Đào tạo/Thư việnCông nghệ thông tin
356,Nhân Viên Kinh Doanh Website Thu Nhập Trên 10 Triệu,https://timviecnhanh.com/tuyen-nhan-vien-kinh-doanh-website-thu-nhap-tren-10-trieu-tp-hcm-100166360.html,"Số 68/19 Nguyễn Bá Tòng, Phường 11, Quận Tân Bình, Thành phố Hồ Chí Minh, Việt Nam",7 - 10 triệu,Dưới 1 năm,Trung cấp,TP.HCM,Phát triển thị trườngCông nghệ thông tinBán hàng
357,Nhân Viên Kỹ Thuật Điện - Làm Việc Bình Tân,https://timviecnhanh.com/tuyen-nhan-vien-ky-thuat-dien-lam-viec-binh-tan-tp-hcm-100183464.html,"199 Miếu Bình Đông, P. Bình Hưng Hòa A, Q. Bình Tân",7 - 10 triệu,Chưa có kinh nghiệm,Trung cấp,TP.HCM,Điện/Điện tử/Điện lạnhCơ khí/Kĩ thuật ứng dụngCông nghệ thông tin
358,Digital Marketing,https://timviecnhanh.com/tuyen-digital-marketing-tp-hcm-100182155.html,"Số 45 Đường số 2, Phường Tân Phong, Quận 7, Thành phố Hồ Chí Minh, Việt Nam",12 - 15 triệu,2 năm,Cao đẳng,TP.HCM,Quảng cáo/Marketing/PRBất động sảnCông nghệ thông tin
359,"Nhân Viên Kỹ Thuật Máy Tính, Máy In, Mực In, Mạng",https://timviecnhanh.com/tuyen-nhan-vien-ky-thuat-may-tinh-may-in-muc-in-mang-tp-hcm-100175479.html,"85A Chu Văn An, Phường 26, Quận Bình Thạnh, Tp Hồ Chí Minh",7 - 15 triệu,Không yêu cầu kinh nghiệm,Không yêu cầu,TP.HCM,Công nghệ thông tinTrang thiết bị văn phòngCơ khí/Kĩ thuật ứng dụng
360,IT Helpdesk,https://timviecnhanh.com/tuyen-it-helpdesk-tp-hcm-100186743.html,"Lô số 5, 6, 7, Khu D1, Khu công nghiệp Tân Thới Hiệp, phường Hiệp Thành, Quận 12, TP Hồ Chí Minh",12 - 15 triệu,2 năm,Cao đẳng,TP.HCM,Công nghệ thông tin
361,Nhân Viên Kỹ Thuật Đứng Máy In,https://timviecnhanh.com/tuyen-nhan-vien-ky-thuat-dung-may-in-tp-hcm-100172722.html,"108/20 Phan Huy Ích, Phường 15, Quận Tân Bình, TP.HCM",7 - 15 triệu,Không yêu cầu kinh nghiệm,Trung cấp,TP.HCM,Thiết kế/Mỹ thuậtCơ khí/Kĩ thuật ứng dụngCông nghệ thông tin
362,Digital Marketing,https://timviecnhanh.com/tuyen-digital-marketing-tp-hcm-100175580.html,625 Đỗ Xuân Hợp- Phường Phước Long B- Quận 9- TP HCM,10 - 15 triệu,2 năm,Cao đẳng,TP.HCM,Quảng cáo/Marketing/PRCông nghệ thông tin
363,Nhân Viên Kỹ Thuật Bảo Trì Máy In Làm Việc Củ Chi,https://timviecnhanh.com/tuyen-nhan-vien-ky-thuat-bao-tri-may-in-lam-viec-cu-chi-binh-duong-100166413.html,"46/09 cư xá lữ gia , f15, q11, Thành phố HCM",7 - 10 triệu,Không yêu cầu kinh nghiệm,Trung cấp,Bình DươngĐồng NaiTP.HCM,Công nghệ thông tinĐiện/Điện tử/Điện lạnhCơ khí/Kĩ thuật ứng dụng
364,Nhân Viên Rập Mẫu Đi Làm Ngay,https://timviecnhanh.com/tuyen-nhan-vien-rap-mau-di-lam-ngay-tp-hcm-100173595.html,Lô 10 - Đường số 4 - Cụm Công Nghiệp Nhị Xuân - Hóc Môn.,10 - 12 triệu,1 năm,Cao đẳng,TP.HCM,Dệt mayThiết kế/Mỹ thuậtCông nghệ thông tin
365,Nhân Viên Kỹ Thuật Lắp Đặt Camera (Quận 12),https://timviecnhanh.com/tuyen-nhan-vien-ky-thuat-lap-dat-camera-quan-12-tp-hcm-100183967.html,58/17 Hà Huy Giáp. Phường Thạnh Lộc. Quận12,8 - 12 triệu,1 năm,Cao đẳng,TP.HCM,Điện/Điện tử/Điện lạnhCông nghệ thông tinXây dựng
366,"Lập Trình Web (Front-End, Back-End)",https://timviecnhanh.com/tuyen-lap-trinh-web-front-end-back-end-tp-hcm-100187373.html,"M2-11 tầng 11 tòa nhà Golden King, số 15 Nguyễn Lương Bằng",20 - 25 triệu,3 năm,Không yêu cầu,TP.HCM,Công nghệ thông tinBưu chính viễn thôngQuảng cáo/Marketing/PR
367,Nhân Viên Kỹ Thuật Điện Tử Viễn Thông,https://timviecnhanh.com/tuyen-nhan-vien-ky-thuat-dien-tu-vien-thong-tp-hcm-100172004.html,"4 Đường số 6, Khu phố 3, Phường Bình Thuận, Quận 7, Thành phố Hồ Chí Minh, Việt Nam",10 - 12 triệu,Chưa có kinh nghiệm,Đại học,TP.HCM,Điện/Điện tử/Điện lạnhCông nghệ thông tinBưu chính viễn thông
368,Nhân Viên Thiết Kế Nội Thất 2D 3D - Đi Làm Ngay,https://timviecnhanh.com/tuyen-nhan-vien-thiet-ke-noi-that-2d-3d-di-lam-ngay-tp-hcm-100175129.html,"Làm việc tại Vĩnh lộc A ,Bình Chánh, HCM",12 - 25 triệu,3 năm,Trung cấp,TP.HCM,Thiết kế/Mỹ thuậtKiến trúc/Nội thấtCông nghệ thông tin
369,Kỹ Thuật Viên Sctv - Tại Vũng Tàu Và Huyện Châu Đức,https://timviecnhanh.com/tuyen-ky-thuat-vien-sctv-tai-vung-tau-va-huyen-chau-duc-ba-ria-vung-tau-100169507.html,"Số 181 Phạm Hồng Thái, Phường 7, Thành phố Vũng Tàu, Tỉnh Bà Rịa - Vũng Tàu",9 - 10 triệu,Không yêu cầu kinh nghiệm,Trung cấp,Bà Rịa - Vũng TàuToàn quốc,Điện/Điện tử/Điện lạnhCông nghệ thông tinCơ khí/Kĩ thuật ứng dụng
